"""date"",""geography"",""geography code"",""Rural Urban"",""Variable: All usual residents; measures: Value"",""Variable: Males; measures: Value"",""Variable: Females; measures: Value"",""Variable: Lives in a household; measures: Value"",""Variable: Lives in a communal establishment; measures: Value"",""Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value"",""Variable: Area (Hectares); measures: Value"",""Variable: Density (number of persons per hectare); measures: Value"""
"""2011"",""Nottingham 005A"",""E01013875"",""Total"",1371,709,662,1371,0,9,18.22,75.2"
"""2011"",""Nottingham 005B"",""E01013876"",""Total"",1797,871,926,1726,71,3,74.29,24.2"
"""2011"",""Nottingham 005C"",""E01013877"",""Total"",1394,632,762,1394,0,2,30.74,45.3"
"""2011"",""Nottingham 005D"",""E01013878"",""Total"",1296,634,662,1296,0,8,41.07,31.6"
"""2011"",""Nottingham 005E"",""E01013883"",""Total"",1524,712,812,1507,17,3,52.36,29.1"
"""2011"",""Nottingham 005F"",""E01013884"",""Total"",1350,668,682,1350,0,3,27.56,49.0"
"""2011"",""Nottingham 006A"",""E01013853"",""Total"",1475,726,749,1435,40,4,36.54,40.4"
"""2011"",""Nottingham 006B"",""E01013854"",""Total"",1429,673,756,1429,0,3,31.21,45.8"
"""2011"",""Nottingham 006C"",""E01013855"",""Total"",1602,754,848,1602,0,3,21.52,74.4"
"""2011"",""Nottingham 006D"",""E01013856"",""Total"",1616,742,874,1597,19,7,30.39,53.2"
"""2011"",""Nottingham 006F"",""E01033397"",""Total"",1770,856,914,1770,0,5,24.80,71.4"
"""2011"",""Nottingham 006G"",""E01033398"",""Total"",1150,613,537,1150,0,3,16.31,70.5"
"""2011"",""Nottingham 007A"",""E01013963"",""Total"",1569,736,833,1569,0,18,27.48,57.1"
"""2011"",""Nottingham 007B"",""E01013964"",""Total"",1679,817,862,1679,0,30,40.79,41.2"
"""2011"",""Nottingham 007C"",""E01013965"",""Total"",1483,673,810,1483,0,15,26.74,55.5"
"""2011"",""Nottingham 007D"",""E01013966"",""Total"",1416,634,782,1416,0,12,24.04,58.9"
"""2011"",""Nottingham 007E"",""E01013967"",""Total"",1811,1150,661,1141,670,17,66.94,27.1"
"""2011"",""Nottingham 008A"",""E01013827"",""Total"",1481,709,772,1481,0,1,36.28,40.8"
"""2011"",""Nottingham 008B"",""E01013828"",""Total"",1646,821,825,1640,6,8,31.03,53.0"
"""2011"",""Nottingham 008C"",""E01013834"",""Total"",1600,728,872,1600,0,11,22.06,72.5"
"""2011"",""Nottingham 008D"",""E01013835"",""Total"",1647,795,852,1593,54,10,27.13,60.7"
"""2011"",""Nottingham 008E"",""E01013836"",""Total"",1876,915,961,1876,0,11,35.32,53.1"
"""2011"",""Nottingham 009A"",""E01013829"",""Total"",1625,789,836,1625,0,10,38.41,42.3"
"""2011"",""Nottingham 009B"",""E01013830"",""Total"",1669,819,850,1669,0,8,44.11,37.8"
"""2011"",""Nottingham 009C"",""E01013831"",""Total"",1553,757,796,1553,0,19,37.67,41.2"
"""2011"",""Nottingham 009D"",""E01013832"",""Total"",1769,879,890,1572,197,12,44.67,39.6"
"""2011"",""Nottingham 009E"",""E01013833"",""Total"",1341,659,682,1341,0,12,61.65,21.8"
"""2011"",""Nottingham 010A"",""E01013935"",""Total"",1526,767,759,1493,33,13,38.52,39.6"
"""2011"",""Nottingham 010B"",""E01013968"",""Total"",1304,619,685,1249,55,19,53.00,24.6"
"""2011"",""Nottingham 010C"",""E01013969"",""Total"",1610,820,790,1598,12,14,23.40,68.8"
"""2011"",""Nottingham 010D"",""E01013970"",""Total"",1554,759,795,1554,0,22,15.52,100.1"
"""2011"",""Nottingham 010E"",""E01013971"",""Total"",1533,830,703,1476,57,6,20.02,76.6"
"""2011"",""Nottingham 011A"",""E01013817"",""Total"",1707,818,889,1707,0,4,21.69,78.7"
"""2011"",""Nottingham 011B"",""E01013818"",""Total"",1774,805,969,1774,0,2,36.82,48.2"
"""2011"",""Nottingham 011C"",""E01013822"",""Total"",1705,778,927,1705,0,4,22.21,76.8"
"""2011"",""Nottingham 011D"",""E01013825"",""Total"",1850,888,962,1850,0,14,35.34,52.3"
"""2011"",""Nottingham 011E"",""E01013826"",""Total"",1947,876,1071,1947,0,10,47.07,41.4"
"""2011"",""Nottingham 012A"",""E01013837"",""Total"",1772,886,886,1772,0,17,34.72,51.0"
"""2011"",""Nottingham 012B"",""E01013838"",""Total"",1800,888,912,1587,213,20,29.32,61.4"
"""2011"",""Nottingham 012C"",""E01013839"",""Total"",1757,841,916,1747,10,7,21.15,83.1"
"""2011"",""Nottingham 012D"",""E01013840"",""Total"",2195,1118,1077,2195,0,18,37.73,58.2"
"""2011"",""Nottingham 012E"",""E01013841"",""Total"",1583,809,774,1580,3,4,23.39,67.7"
"""2011"",""Nottingham 013A"",""E01013819"",""Total"",1720,810,910,1720,0,2,23.91,71.9"
"""2011"",""Nottingham 013B"",""E01013820"",""Total"",1781,848,933,1781,0,10,26.41,67.4"
"""2011"",""Nottingham 013C"",""E01013821"",""Total"",1679,784,895,1679,0,14,21.67,77.5"
"""2011"",""Nottingham 013D"",""E01013823"",""Total"",1853,905,948,1853,0,12,26.66,69.5"
"""2011"",""Nottingham 013E"",""E01013824"",""Total"",1606,763,843,1606,0,13,20.09,79.9"
"""2011"",""Nottingham 014A"",""E01013864"",""Total"",1530,718,812,1524,6,12,92.74,16.5"
"""2011"",""Nottingham 014B"",""E01013865"",""Total"",1552,733,819,1552,0,5,27.71,56.0"
"""2011"",""Nottingham 014C"",""E01013866"",""Total"",1499,726,773,1482,17,10,37.39,40.1"
"""2011"",""Nottingham 014D"",""E01013867"",""Total"",1594,746,848,1581,13,4,39.03,40.8"
"""2011"",""Nottingham 015A"",""E01013937"",""Total"",1740,895,845,1690,50,33,44.73,38.9"
"""2011"",""Nottingham 015B"",""E01013938"",""Total"",1548,789,759,1533,15,30,38.10,40.6"
"""2011"",""Nottingham 015C"",""E01013941"",""Total"",1638,823,815,1473,165,24,33.62,48.7"
"""2011"",""Nottingham 015D"",""E01013943"",""Total"",1820,992,828,1561,259,33,62.89,28.9"
"""2011"",""Nottingham 015E"",""E01013972"",""Total"",1455,725,730,1424,31,11,21.09,69.0"
"""2011"",""Nottingham 016A"",""E01013936"",""Total"",2165,1060,1105,2150,15,26,61.82,35.0"
"""2011"",""Nottingham 016B"",""E01013939"",""Total"",1535,787,748,1524,11,17,30.61,50.1"
"""2011"",""Nottingham 016C"",""E01013940"",""Total"",1761,904,857,1726,35,20,25.86,68.1"
"""2011"",""Nottingham 016D"",""E01013942"",""Total"",2113,1055,1058,2083,30,10,25.02,84.5"
"""2011"",""Nottingham 017A"",""E01013843"",""Total"",1597,862,735,1419,178,10,29.69,53.8"
"""2011"",""Nottingham 017B"",""E01013844"",""Total"",1473,827,646,1473,0,4,11.30,130.4"
"""2011"",""Nottingham 017C"",""E01013845"",""Total"",1688,876,812,1688,0,9,9.85,171.4"
"""2011"",""Nottingham 017D"",""E01013847"",""Total"",1373,741,632,1373,0,15,12.21,112.4"
"""2011"",""Nottingham 018A"",""E01013810"",""Total"",1657,837,820,1657,0,9,13.45,123.2"
"""2011"",""Nottingham 018B"",""E01013811"",""Total"",1455,830,625,1455,0,12,12.80,113.7"
"""2011"",""Nottingham 018C"",""E01013812"",""Total"",1624,849,775,1618,6,10,12.09,134.3"
"""2011"",""Nottingham 018D"",""E01013842"",""Total"",1675,887,788,1673,2,8,22.54,74.3"
"""2011"",""Nottingham 018E"",""E01013846"",""Total"",1738,882,856,1723,15,6,13.65,127.3"
"""2011"",""Nottingham 019A"",""E01013930"",""Total"",1980,1021,959,1980,0,18,40.16,49.3"
"""2011"",""Nottingham 019B"",""E01013931"",""Total"",1690,804,886,1690,0,22,79.42,21.3"
"""2011"",""Nottingham 019C"",""E01013932"",""Total"",1744,868,876,1744,0,13,45.00,38.8"
"""2011"",""Nottingham 019D"",""E01013933"",""Total"",1840,934,906,1840,0,4,35.13,52.4"
"""2011"",""Nottingham 019E"",""E01013934"",""Total"",1531,770,761,1531,0,13,34.95,43.8"
"""2011"",""Nottingham 020A"",""E01013859"",""Total"",1454,697,757,1454,0,9,34.01,42.8"
"""2011"",""Nottingham 020B"",""E01013861"",""Total"",1520,711,809,1520,0,8,75.90,20.0"
"""2011"",""Nottingham 020C"",""E01013868"",""Total"",1572,736,836,1530,42,8,33.53,46.9"
"""2011"",""Nottingham 020D"",""E01013929"",""Total"",1917,914,1003,1812,105,26,69.62,27.5"
"""2011"",""Nottingham 021A"",""E01013954"",""Total"",1339,660,679,1339,0,7,39.52,33.9"
"""2011"",""Nottingham 021B"",""E01013959"",""Total"",1834,928,906,1834,0,4,19.70,93.1"
"""2011"",""Nottingham 021C"",""E01013960"",""Total"",1569,785,784,1569,0,2,25.71,61.0"
"""2011"",""Nottingham 021D"",""E01013962"",""Total"",1812,884,928,1808,4,4,26.59,68.1"
"""2011"",""Nottingham 022A"",""E01013813"",""Total"",2199,1168,1031,1505,694,36,20.66,106.4"
"""2011"",""Nottingham 022B"",""E01013814"",""Total"",2024,1129,895,1828,196,10,18.26,110.8"
"""2011"",""Nottingham 022C"",""E01013815"",""Total"",1804,902,902,1559,245,5,56.70,31.8"
"""2011"",""Nottingham 022D"",""E01013816"",""Total"",2558,1327,1231,1979,579,25,41.23,62.0"
"""2011"",""Nottingham 023C"",""E01013958"",""Total"",1806,880,926,1806,0,8,21.32,84.7"
"""2011"",""Nottingham 023D"",""E01013961"",""Total"",2303,1139,1164,2283,20,17,24.12,95.5"
"""2011"",""Nottingham 023E"",""E01033399"",""Total"",2099,1067,1032,1059,1040,60,13.29,157.9"
"""2011"",""Nottingham 023F"",""E01033401"",""Total"",1059,616,443,1021,38,11,17.89,59.2"
"""2011"",""Nottingham 023G"",""E01033405"",""Total"",1300,764,536,1026,274,13,13.72,94.8"
"""2011"",""Nottingham 023H"",""E01033409"",""Total"",1537,837,700,909,628,26,11.96,128.5"
"""2011"",""Nottingham 023I"",""E01033411"",""Total"",1066,577,489,1066,0,4,16.64,64.1"
"""2011"",""Nottingham 024A"",""E01013913"",""Total"",1762,898,864,1762,0,9,30.87,57.1"
"""2011"",""Nottingham 024B"",""E01013914"",""Total"",1755,868,887,1738,17,11,26.96,65.1"
"""2011"",""Nottingham 024C"",""E01013915"",""Total"",1560,740,820,1560,0,4,85.57,18.2"
"""2011"",""Nottingham 024D"",""E01013916"",""Total"",1503,730,773,1503,0,4,19.38,77.6"
"""2011"",""Nottingham 024E"",""E01013917"",""Total"",1752,880,872,1752,0,3,84.29,20.8"
"""2011"",""Nottingham 025A"",""E01013858"",""Total"",1457,692,765,1457,0,9,36.35,40.1"
"""2011"",""Nottingham 025B"",""E01013860"",""Total"",1577,759,818,1577,0,4,62.56,25.2"
"""2011"",""Nottingham 025C"",""E01013862"",""Total"",1573,738,835,1573,0,23,33.58,46.8"
"""2011"",""Nottingham 025D"",""E01013863"",""Total"",1464,714,750,1464,0,8,39.17,37.4"
"""2011"",""Nottingham 026A"",""E01013944"",""Total"",1728,893,835,1728,0,19,24.03,71.9"
"""2011"",""Nottingham 026B"",""E01013945"",""Total"",1843,991,852,1558,285,22,16.73,110.2"
"""2011"",""Nottingham 026D"",""E01013947"",""Total"",2000,1111,889,1928,72,16,18.72,106.8"
"""2011"",""Nottingham 026E"",""E01013948"",""Total"",1281,777,504,1281,0,4,11.43,112.1"
"""2011"",""Nottingham 026F"",""E01013953"",""Total"",3298,1646,1652,1728,1570,33,16.48,200.1"
"""2011"",""Nottingham 026G"",""E01033395"",""Total"",2172,1092,1080,1138,1034,37,22.78,95.3"
"""2011"",""Nottingham 026H"",""E01033396"",""Total"",1097,612,485,1097,0,12,15.41,71.2"
"""2011"",""Nottingham 027A"",""E01013977"",""Total"",1891,960,931,1879,12,26,137.17,13.8"
"""2011"",""Nottingham 027B"",""E01013978"",""Total"",1682,838,844,1682,0,24,25.15,66.9"
"""2011"",""Nottingham 027C"",""E01013979"",""Total"",1600,820,780,1600,0,30,80.49,19.9"
"""2011"",""Nottingham 027D"",""E01013981"",""Total"",1672,802,870,1672,0,48,51.53,32.4"
"""2011"",""Nottingham 028E"",""E01032520"",""Total"",2092,1153,939,2092,0,31,36.52,57.3"
"""2011"",""Nottingham 028F"",""E01032522"",""Total"",2046,1183,863,2012,34,16,51.09,40.0"
"""2011"",""Nottingham 028G"",""E01033404"",""Total"",3857,2093,1764,3855,2,43,28.46,135.5"
"""2011"",""Nottingham 029A"",""E01013918"",""Total"",1932,1016,916,1932,0,15,12.40,155.8"
"""2011"",""Nottingham 029B"",""E01013919"",""Total"",2048,1119,929,2039,9,21,15.08,135.8"
"""2011"",""Nottingham 029C"",""E01013920"",""Total"",2241,1261,980,2226,15,9,227.40,9.9"
"""2011"",""Nottingham 029D"",""E01013921"",""Total"",2201,1172,1029,2199,2,18,13.55,162.4"
"""2011"",""Nottingham 029E"",""E01013957"",""Total"",1592,779,813,1552,40,8,23.38,68.1"
"""2011"",""Nottingham 030A"",""E01013980"",""Total"",1629,796,833,1629,0,40,38.46,42.4"
"""2011"",""Nottingham 030B"",""E01013982"",""Total"",1591,775,816,1591,0,43,122.19,13.0"
"""2011"",""Nottingham 030C"",""E01013983"",""Total"",1419,717,702,1419,0,13,28.82,49.2"
"""2011"",""Nottingham 030D"",""E01013984"",""Total"",1459,680,779,1459,0,31,35.69,40.9"
"""2011"",""Nottingham 030E"",""E01013985"",""Total"",1798,879,919,1798,0,37,34.78,51.7"
"""2011"",""Nottingham 031C"",""E01013924"",""Total"",1648,988,660,1648,0,12,8.49,194.1"
"""2011"",""Nottingham 031E"",""E01013926"",""Total"",1661,921,740,1661,0,13,44.09,37.7"
"""2011"",""Nottingham 031G"",""E01013928"",""Total"",1582,879,703,1568,14,7,319.69,4.9"
"""2011"",""Nottingham 031H"",""E01033408"",""Total"",3356,1780,1576,3157,199,32,27.04,124.1"
"""2011"",""Nottingham 031I"",""E01033410"",""Total"",2673,1454,1219,2657,16,14,121.96,21.9"
"""2011"",""Nottingham 032A"",""E01013973"",""Total"",3880,1878,2002,776,3104,84,98.57,39.4"
"""2011"",""Nottingham 032B"",""E01013974"",""Total"",2071,1091,980,1549,522,41,70.39,29.4"
"""2011"",""Nottingham 032C"",""E01013975"",""Total"",2387,1212,1175,1099,1288,65,92.77,25.7"
"""2011"",""Nottingham 032D"",""E01013976"",""Total"",1614,814,800,1614,0,8,26.01,62.1"
"""2011"",""Nottingham 034A"",""E01013895"",""Total"",1507,728,779,1507,0,16,45.54,33.1"
"""2011"",""Nottingham 034B"",""E01013896"",""Total"",1307,648,659,1268,39,8,51.66,25.3"
"""2011"",""Nottingham 034C"",""E01013901"",""Total"",1458,750,708,1458,0,29,59.11,24.7"
"""2011"",""Nottingham 034D"",""E01013902"",""Total"",1463,708,755,1463,0,16,48.41,30.2"
"""2011"",""Nottingham 035A"",""E01013897"",""Total"",1505,709,796,1432,73,8,24.20,62.2"
"""2011"",""Nottingham 035B"",""E01013898"",""Total"",1626,808,818,989,637,34,51.49,31.6"
"""2011"",""Nottingham 035C"",""E01013899"",""Total"",1271,593,678,1271,0,6,19.05,66.7"
"""2011"",""Nottingham 035D"",""E01013900"",""Total"",1502,738,764,1473,29,11,91.03,16.5"
"""2011"",""Nottingham 035E"",""E01013903"",""Total"",1249,630,619,1249,0,4,69.95,17.9"
"""2011"",""Nottingham 035F"",""E01013907"",""Total"",1467,716,751,1467,0,11,30.03,48.9"
"""2011"",""Nottingham 036A"",""E01013905"",""Total"",1548,766,782,1548,0,14,25.95,59.7"
"""2011"",""Nottingham 036B"",""E01013908"",""Total"",1685,773,912,1685,0,7,23.61,71.4"
"""2011"",""Nottingham 036C"",""E01013909"",""Total"",1529,729,800,1529,0,9,101.92,15.0"
"""2011"",""Nottingham 036D"",""E01013912"",""Total"",1581,792,789,1572,9,23,125.36,12.6"
"""2011"",""Nottingham 037A"",""E01013904"",""Total"",1550,750,800,1550,0,3,23.88,64.9"
"""2011"",""Nottingham 037B"",""E01013906"",""Total"",1611,765,846,1611,0,4,26.82,60.1"
"""2011"",""Nottingham 037C"",""E01013910"",""Total"",1456,715,741,1456,0,5,26.12,55.7"
"""2011"",""Nottingham 037D"",""E01013911"",""Total"",1520,756,764,1520,0,3,51.37,29.6"
"""2011"",""Nottingham 038A"",""E01013849"",""Total"",1541,700,841,1541,0,5,25.99,59.3"
"""2011"",""Nottingham 038B"",""E01013850"",""Total"",1462,714,748,1462,0,10,25.88,56.5"
"""2011"",""Nottingham 038C"",""E01013851"",""Total"",1571,715,856,1571,0,12,26.51,59.3"
"""2011"",""Nottingham 038D"",""E01013852"",""Total"",1550,771,779,1550,0,6,24.98,62.0"
"""2011"",""Nottingham 038E"",""E01032621"",""Total"",1587,758,829,1540,47,8,29.98,52.9"
"""2011"",""Nottingham 039A"",""E01013874"",""Total"",1476,774,702,1470,6,11,69.20,21.3"
"""2011"",""Nottingham 039B"",""E01033400"",""Total"",1309,683,626,1309,0,5,46.79,28.0"
"""2011"",""Nottingham 039C"",""E01033402"",""Total"",1063,643,420,1015,48,5,56.68,18.8"
"""2011"",""Nottingham 039D"",""E01033403"",""Total"",1083,652,431,1052,31,6,11.94,90.7"
"""2011"",""Nottingham 039E"",""E01033406"",""Total"",1049,635,414,1049,0,8,17.35,60.5"
"""2011"",""Nottingham 039F"",""E01033407"",""Total"",1070,642,428,1070,0,8,9.03,118.5"
"""2011"",""Nottingham 040A"",""E01013870"",""Total"",2018,1059,959,2018,0,9,168.90,11.9"
"""2011"",""Nottingham 040B"",""E01013871"",""Total"",1711,893,818,1711,0,5,37.12,46.1"
"""2011"",""Nottingham 040C"",""E01013872"",""Total"",1798,963,835,1798,0,9,22.81,78.8"
"""2011"",""Nottingham 040D"",""E01013873"",""Total"",2092,1093,999,1676,416,13,12.25,170.8"
"""2011"",""Rutland 001A"",""E01013788"",""Total"",2646,1364,1282,2447,199,66,2681.00,1.0"
"""2011"",""Rutland 001B"",""E01013789"",""Total"",1404,703,701,1367,37,39,4987.07,0.3"
"""2011"",""Rutland 001C"",""E01013790"",""Total"",2064,1443,621,1201,863,20,4284.23,0.5"
"""2011"",""Rutland 001D"",""E01013796"",""Total"",1698,948,750,1360,338,32,2466.54,0.7"
"""2011"",""Rutland 002A"",""E01013793"",""Total"",1371,662,709,1371,0,30,1181.61,1.2"
"""2011"",""Rutland 002B"",""E01013800"",""Total"",1536,751,785,1536,0,17,307.56,5.0"
"""2011"",""Rutland 002C"",""E01013801"",""Total"",1691,820,871,1633,58,10,466.09,3.6"
"""2011"",""Rutland 002D"",""E01013809"",""Total"",1253,610,643,1253,0,46,1630.20,0.8"
"""2011"",""Rutland 003A"",""E01013798"",""Total"",1424,694,730,1424,0,32,69.02,20.6"
"""2011"",""Rutland 003B"",""E01013799"",""Total"",1689,801,888,1276,413,43,59.46,28.4"
"""2011"",""Rutland 003C"",""E01013802"",""Total"",2530,1194,1336,2511,19,52,175.01,14.5"
"""2011"",""Rutland 003D"",""E01013803"",""Total"",2259,1099,1160,2259,0,48,234.23,9.6"
"""2011"",""Rutland 004A"",""E01013791"",""Total"",1145,572,573,1100,45,24,1003.29,1.1"
"""2011"",""Rutland 004B"",""E01013792"",""Total"",1684,819,865,1638,46,47,2143.15,0.8"
"""2011"",""Rutland 004C"",""E01013797"",""Total"",1675,827,848,1675,0,43,1650.40,1.0"
"""2011"",""Rutland 004D"",""E01013804"",""Total"",1544,747,797,1544,0,32,1185.73,1.3"
"""2011"",""Rutland 004E"",""E01013805"",""Total"",1336,692,644,1283,53,27,2446.67,0.5"
"""2011"",""Rutland 005A"",""E01013787"",""Total"",1283,627,656,1269,14,51,4586.06,0.3"
"""2011"",""Rutland 005B"",""E01013794"",""Total"",1274,625,649,1274,0,54,3459.05,0.4"
"""2011"",""Rutland 005C"",""E01013795"",""Total"",1118,537,581,1068,50,31,2357.08,0.5"
"""2011"",""Rutland 005D"",""E01013806"",""Total"",2050,1093,957,1078,972,42,468.95,4.4"
"""2011"",""Rutland 005E"",""E01013807"",""Total"",1397,682,715,1387,10,34,152.78,9.1"
"""2011"",""Rutland 005F"",""E01013808"",""Total"",1298,605,693,1298,0,22,156.33,8.3"
"""2011"",""Amber Valley 001A"",""E01019400"",""Total"",1590,809,781,1590,0,9,79.48,20.0"
"""2011"",""Amber Valley 001B"",""E01019401"",""Total"",1659,797,862,1588,71,19,198.99,8.3"
"""2011"",""Amber Valley 001C"",""E01019402"",""Total"",1580,791,789,1580,0,10,56.47,28.0"
"""2011"",""Amber Valley 001D"",""E01019404"",""Total"",1630,809,821,1602,28,13,89.86,18.1"
"""2011"",""Amber Valley 002A"",""E01019406"",""Total"",1027,487,540,1025,2,30,822.84,1.2"
"""2011"",""Amber Valley 002B"",""E01019423"",""Total"",1209,595,614,1209,0,21,918.36,1.3"
"""2011"",""Amber Valley 002C"",""E01019424"",""Total"",1192,600,592,1181,11,11,269.80,4.4"
"""2011"",""Amber Valley 002D"",""E01019477"",""Total"",2202,1077,1125,2177,25,26,2011.25,1.1"
"""2011"",""Amber Valley 003A"",""E01019403"",""Total"",1512,701,811,1459,53,3,32.19,47.0"
"""2011"",""Amber Valley 003B"",""E01019444"",""Total"",1365,668,697,1331,34,5,121.24,11.3"
"""2011"",""Amber Valley 003C"",""E01019468"",""Total"",1538,767,771,1538,0,4,340.09,4.5"
"""2011"",""Amber Valley 003D"",""E01019469"",""Total"",1654,809,845,1654,0,6,32.02,51.7"
"""2011"",""Amber Valley 003E"",""E01019471"",""Total"",1405,658,747,1405,0,5,157.68,8.9"
"""2011"",""Amber Valley 004A"",""E01019443"",""Total"",1519,722,797,1519,0,11,80.43,18.9"
"""2011"",""Amber Valley 004B"",""E01019470"",""Total"",1658,850,808,1658,0,8,63.71,26.0"
"""2011"",""Amber Valley 004C"",""E01019473"",""Total"",1317,662,655,1317,0,25,135.13,9.7"
"""2011"",""Amber Valley 004D"",""E01019474"",""Total"",1225,606,619,1193,32,25,29.21,41.9"
"""2011"",""Amber Valley 004E"",""E01019475"",""Total"",1176,571,605,1176,0,11,75.00,15.7"
"""2011"",""Amber Valley 004F"",""E01019476"",""Total"",1366,678,688,1366,0,19,247.57,5.5"
"""2011"",""Amber Valley 005A"",""E01019420"",""Total"",1363,650,713,1292,71,9,266.34,5.1"
"""2011"",""Amber Valley 005B"",""E01019442"",""Total"",1537,780,757,1537,0,8,343.11,4.5"
"""2011"",""Amber Valley 005C"",""E01019445"",""Total"",1400,720,680,1400,0,5,62.96,22.2"
"""2011"",""Amber Valley 005D"",""E01019455"",""Total"",1374,686,688,1323,51,10,75.66,18.2"
"""2011"",""Amber Valley 005E"",""E01019456"",""Total"",1815,869,946,1774,41,23,255.67,7.1"
"""2011"",""Amber Valley 005F"",""E01019457"",""Total"",1335,677,658,1335,0,8,55.94,23.9"
"""2011"",""Amber Valley 006A"",""E01019429"",""Total"",1590,806,784,1590,0,17,720.08,2.2"
"""2011"",""Amber Valley 006B"",""E01019454"",""Total"",1422,674,748,1422,0,20,73.98,19.2"
"""2011"",""Amber Valley 006C"",""E01019460"",""Total"",1625,794,831,1625,0,17,106.13,15.3"
"""2011"",""Amber Valley 006D"",""E01019461"",""Total"",1431,675,756,1410,21,7,30.69,46.6"
"""2011"",""Amber Valley 006E"",""E01019462"",""Total"",1258,627,631,1213,45,11,71.85,17.5"
"""2011"",""Amber Valley 007A"",""E01019405"",""Total"",1458,751,707,1419,39,39,4500.31,0.3"
"""2011"",""Amber Valley 007B"",""E01019414"",""Total"",1594,783,811,1594,0,31,498.61,3.2"
"""2011"",""Amber Valley 007C"",""E01019428"",""Total"",1497,727,770,1465,32,12,214.89,7.0"
"""2011"",""Amber Valley 007D"",""E01019430"",""Total"",1926,989,937,1926,0,25,318.89,6.0"
"""2011"",""Amber Valley 008A"",""E01019421"",""Total"",1931,977,954,1928,3,13,48.57,39.8"
"""2011"",""Amber Valley 008B"",""E01019422"",""Total"",1553,781,772,1553,0,9,216.76,7.2"
"""2011"",""Amber Valley 008C"",""E01019432"",""Total"",1982,973,1009,1979,3,9,159.40,12.4"
"""2011"",""Amber Valley 008D"",""E01019458"",""Total"",1538,786,752,1538,0,9,68.46,22.5"
"""2011"",""Amber Valley 008E"",""E01019459"",""Total"",1368,636,732,1368,0,16,30.70,44.6"
"""2011"",""Amber Valley 008F"",""E01019463"",""Total"",1547,754,793,1544,3,9,33.26,46.5"
"""2011"",""Amber Valley 009A"",""E01019408"",""Total"",1500,755,745,1500,0,17,51.30,29.2"
"""2011"",""Amber Valley 009B"",""E01019409"",""Total"",1744,866,878,1744,0,23,34.57,50.4"
