"Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,1st_Road_Class,Road_Type,Speed_limit,Junction_Detail,2nd_Road_Class,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Hour,Two_Hour_Groupings,Time_of_Day,Was_Daylight,Was_Bad_Weather,Was_Road_Dry,log_Number_of_Casualties,log_Number_of_Vehicles,LSOA,population_per_hectare,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf,Road,RCat"
"201301BS70099,-0.196075,51.499873,Slight,2,2,2013-03-10,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.6931471805599453,0.6931471805599453,E01002817,101.3,354.0,35.6,380.0,1.0,109.8,12.0,U,MCU"
"201301BS70100,-0.211979,51.52053,Slight,4,2,2013-03-08,Friday,B,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,9,8am-10am,Morning,Yes,Yes,No,0.6931471805599453,1.3862943611198906,E01002909,216.9,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70101,-0.163999,51.484177,Slight,2,1,2013-03-16,Saturday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,14,2pm-4pm,Office hours,Yes,Yes,No,0.0,0.6931471805599453,E01002900,112.2,658.2,698.0,8646.0,18.6,1717.8,63.2,A3031,PA"
"201301BS70102,-0.209373,51.513476,Slight,1,1,2013-03-03,Sunday,Unclassified,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002874,173.6,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70103,-0.171758,51.491853000000006,Serious,1,2,2013-03-09,Saturday,B,Single carriageway,30.0,Crossroads,A,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.6931471805599453,0.0,E01002822,108.6,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70104,-0.17206,51.491498,Slight,2,1,2013-03-01,Friday,A,Single carriageway,30.0,Crossroads,B,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002914,87.8,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70105,-0.17486400000000002,51.489833,Slight,2,1,2013-03-07,Thursday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,20,8pm-10pm,Evening,Yes,Yes,No,0.0,0.6931471805599453,E01002910,97.5,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70106,-0.176862,51.49391,Slight,1,1,2013-03-05,Tuesday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01002820,74.1,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70107,-0.195001,51.497878,Slight,1,1,2013-03-13,Wednesday,Unclassified,Single carriageway,30.0,Roundabout,Unclassified,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01002813,159.6,575.4,848.4,12193.6,694.2,3750.6,765.0,A3220,PA"
"201301BS70109,-0.16481600000000002,51.488956,Slight,1,1,2013-03-09,Saturday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002903,136.8,1160.4,948.0,8755.6,369.4,1566.4,275.0,B302,MB"
"201301BS70110,-0.212739,51.51586500000001,Slight,2,1,2013-03-03,Sunday,C,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002879,179.8,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70111,-0.21563,51.5267,Slight,2,1,2013-03-14,Thursday,B,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002852,37.2,856.8,994.2,13424.2,1117.0,2609.6,801.0,A404,PA"
"201301BS70112,-0.185573,51.484963,Slight,2,1,2013-03-17,Sunday,A,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Raining + high winds,Wet or damp,Urban,14,2pm-4pm,Office hours,Yes,Yes,No,0.0,0.6931471805599453,E01002893,181.1,312.4,562.6,14797.2,568.6,4185.2,465.6,A3220,PA"
"201301BS70114,-0.17344500000000002,51.482077,Slight,2,1,2013-02-15,Friday,A,Single carriageway,30.0,Crossroads,A,Darkness - lights lit,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002840,155.4,2360.4,1601.6,15509.8,1339.4,4098.6,667.6,A3220,PA"
"201301BS70115,-0.222527,51.516194,Slight,1,1,2013-03-14,Thursday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002877,101.8,92.6,2696.6,61707.0,1145.2,15037.6,4360.0,A40,PA"
"201301BS70116,-0.198711,51.513402,Slight,1,1,2013-03-16,Saturday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01002886,125.9,344.8,219.4,3610.6,300.6,539.6,93.4,C,MCU"
"201301BS70117,-0.208643,51.50636,Slight,1,1,2013-03-02,Saturday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.0,0.0,E01002871,128.9,745.0,1504.4,26143.4,915.6,6419.8,2214.4,A3220,PA"
"201301BS70118,-0.2091510000000001,51.519138,Slight,1,1,2013-03-19,Tuesday,Unclassified,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002856,223.1,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70119,-0.16813,51.492515,Slight,2,2,2013-03-19,Tuesday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.6931471805599453,0.6931471805599453,E01002862,351.5,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70120,-0.149972,51.485576,Slight,2,1,2013-03-12,Tuesday,A,Single carriageway,30.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,7,6am-8am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01004669,234.7,3111.6,2007.2,16917.4,1377.0,5706.8,1686.4,A3216,PA"
"201301BS70121,-0.193858,51.501278000000006,Slight,1,1,2013-03-14,Thursday,C,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.0,E01002825,101.3,354.0,35.6,380.0,1.0,109.8,12.0,U,MCU"
"201301BS70122,-0.200103,51.510996,Slight,2,2,2013-03-18,Monday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,23,10pm-12am,Night,No,No,No,0.6931471805599453,0.6931471805599453,E01002882,112.8,2676.6,1428.4,20209.0,1474.0,3846.0,807.0,A402,PA"
"201301BS70123,-0.160023,51.500662,Slight,2,1,2013-03-11,Monday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002818,105.9,1675.0,4147.8,39079.8,3756.4,6832.4,1615.0,A4,PA"
"201301BS70124,-0.215219,51.526154,Slight,2,1,2013-03-20,Wednesday,B,Single carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002852,37.2,856.8,994.2,13424.2,1117.0,2609.6,801.0,A404,PA"
"201301BS70125,-0.150112,51.485668,Slight,2,1,2013-03-26,Tuesday,A,Single carriageway,30.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002901,38.7,3111.6,2007.2,16917.4,1377.0,5706.8,1686.4,A3216,PA"
"201301BS70126,-0.178827,51.4952,Slight,2,1,2013-03-26,Tuesday,A,Dual carriageway,40.0,T or staggered junction,C,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.0,0.6931471805599453,E01002820,74.1,15.4,23.4,425.4,2.8,192.6,33.4,U,MCU"
"201301BS70127,-0.180044,51.4936,Slight,2,1,2013-03-18,Monday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights unlit,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002835,103.2,15.4,23.4,425.4,2.8,192.6,33.4,U,MCU"
"201301BS70128,-0.191223,51.502316,Slight,1,1,2013-03-27,Wednesday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002826,70.5,354.0,35.6,380.0,1.0,109.8,12.0,U,MCU"
"201301BS70129,-0.175155,51.489747,Slight,2,1,2013-03-27,Wednesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002822,108.6,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70130,-0.21758,51.517378,Slight,2,1,2013-03-23,Saturday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,20,8pm-10pm,Evening,No,No,No,0.0,0.6931471805599453,E01002909,216.9,92.6,2696.6,61707.0,1145.2,15037.6,4360.0,A40,PA"
"201301BS70131,-0.203982,51.507638,Slight,1,1,2013-03-28,Thursday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,22,10pm-12am,Evening,No,No,Yes,0.0,0.0,E01002871,128.9,186.4,186.2,3300.4,31.2,605.0,88.4,U,MCU"
"201301BS70132,-0.195568,51.49447,Slight,1,1,2013-03-15,Friday,A,Dual carriageway,30.0,Crossroads,A,Darkness - lights lit,Fine no high winds,Dry,Urban,2,2am-4am,Night,No,No,Yes,0.0,0.0,E01002815,222.5,575.4,848.4,12193.6,694.2,3750.6,765.0,A3220,PA"
"201301BS70133,-0.20899,51.515898,Slight,2,1,2013-03-30,Saturday,B,Single carriageway,30.0,Crossroads,B,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002874,173.6,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70134,-0.164408,51.499112,Slight,2,1,2013-03-28,Thursday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.0,0.6931471805599453,E01002819,74.0,1176.8,1913.0,17788.2,1424.0,3614.4,721.0,A4,PA"
"201301BS70135,-0.200955,51.493024,Slight,1,1,2013-04-02,Tuesday,A,One way street,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01002814,133.7,616.8,829.0,17866.2,657.0,3670.4,1143.4,A3220,PA"
"201301BS70136,-0.176718,51.49390800000001,Serious,2,1,2013-03-17,Sunday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,15,2pm-4pm,Rush hour,Yes,Yes,No,0.0,0.6931471805599453,E01002820,74.1,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70137,-0.181163,51.479949,Slight,2,1,2013-04-06,Saturday,A,One way street,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,22,10pm-12am,Evening,No,No,Yes,0.0,0.6931471805599453,E01002841,122.8,1098.0,934.8,12365.6,259.2,3248.0,768.0,A3220,PA"
"201301BS70138,-0.187098,51.493709,Slight,6,1,2013-04-07,Sunday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,6,6am-8am,Morning,Yes,No,Yes,0.0,1.791759469228055,E01002834,229.9,510.0,1924.4,44383.0,979.0,6430.8,1334.8,A4,PA"
"201301BS70139,-0.182783,51.482672,Slight,3,1,2013-04-06,Saturday,A,One way street,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,2,2am-4am,Night,No,No,Yes,0.0,1.0986122886681098,E01002913,173.6,424.2,672.0,12899.8,528.2,3064.4,1062.0,A3220,PA"
"201301BS70140,-0.203962,51.515461,Slight,2,1,2013-03-31,Sunday,Unclassified,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002833,201.7,186.4,186.2,3300.4,31.2,605.0,88.4,U,MCU"
"201301BS70142,-0.15761,51.49262,Slight,3,1,2013-03-18,Monday,A,One way street,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,1.0986122886681098,E01002902,123.3,1805.0,1521.8,15143.4,270.2,1825.8,274.4,A3217,PA"
"201301BS70143,-0.162636,51.500163,Slight,1,1,2013-04-03,Wednesday,A,Dual carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002818,105.9,1176.8,1913.0,17788.2,1424.0,3614.4,721.0,A4,PA"
"201301BS70144,-0.167893,51.487656,Slight,2,1,2013-03-20,Wednesday,A,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002899,181.9,1634.4,860.4,14888.0,1139.8,2297.0,352.0,A3217,PA"
"201301BS70146,-0.15928599999999998,51.497503,Slight,2,1,2013-04-05,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,7,6am-8am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002818,105.9,1922.4,1056.6,9228.6,1666.6,1810.2,467.8,A3216,PA"
"201301BS70147,-0.217819,51.51495300000001,Slight,2,1,2013-03-29,Friday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,11,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002880,238.4,11.4,2325.4,44388.0,639.2,10158.0,2842.2,A3220,PA"
"201301BS70148,-0.199914,51.508475,Serious,2,1,2013-04-13,Saturday,A,Dual carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,5,4am-6am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002828,138.6,2676.6,1428.4,20209.0,1474.0,3846.0,807.0,A402,PA"
"201301BS70149,-0.197756,51.49378400000001,Slight,2,1,2013-04-07,Sunday,A,Dual carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002814,133.7,290.6,2626.0,56398.4,1148.2,9171.6,1938.6,A4,PA"
"201301BS70150,-0.159404,51.498134,Slight,2,1,2013-03-29,Friday,A,One way street,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002818,105.9,1922.4,1056.6,9228.6,1666.6,1810.2,467.8,A3216,PA"
"201301BS70151,-0.177729,51.493834,Slight,2,1,2013-04-04,Thursday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002820,74.1,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70152,-0.200116,51.492381,Slight,2,1,2013-04-03,Wednesday,A,Single carriageway,30.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002848,191.5,616.8,829.0,17866.2,657.0,3670.4,1143.4,A3220,PA"
"201301BS70153,-0.212924,51.522163,Slight,1,1,2013-03-20,Wednesday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01002905,93.1,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70155,-0.159816,51.491486,Serious,1,1,2013-04-10,Wednesday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,22,10pm-12am,Evening,No,Yes,No,0.0,0.0,E01002902,123.3,848.8,893.2,8722.8,1646.4,2184.4,558.2,A3216,PA"
"201301BS70156,-0.173767,51.495661,Slight,2,2,2013-04-05,Friday,A,Single carriageway,30.0,Crossroads,C,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.6931471805599453,0.6931471805599453,E01002821,74.6,559.6,1516.0,28505.6,1396.2,3868.6,1003.0,A4,PA"
"201301BS70158,-0.160707,51.501572,Slight,1,2,2013-03-20,Wednesday,A,Dual carriageway,30.0,More than 4 arms (not roundabout),A,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.6931471805599453,0.0,E01002818,105.9,1675.0,4147.8,39079.8,3756.4,6832.4,1615.0,A4,PA"
"201301BS70159,-0.159998,51.497694,Slight,2,1,2013-04-10,Wednesday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002818,105.9,1922.4,1056.6,9228.6,1666.6,1810.2,467.8,A3216,PA"
"201301BS70160,-0.1735,51.495117,Slight,2,1,2013-04-11,Thursday,A,Single carriageway,30.0,Crossroads,A,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,23,10pm-12am,Night,No,Yes,No,0.0,0.6931471805599453,E01002821,74.6,1265.0,1051.8,12939.8,1186.0,1965.8,656.6,A308,PA"
"201301BS70161,-0.212191,51.51145,Serious,2,1,2013-04-06,Saturday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002872,149.4,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70163,-0.194187,51.489322,Slight,2,1,2013-04-15,Monday,A,One way street,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,6,6am-8am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002846,124.5,643.4,1155.4,20122.0,726.2,5736.6,991.4,A3220,PA"
"201301BS70164,-0.200887,51.498418,Slight,2,1,2013-04-08,Monday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002865,105.6,2990.8,903.4,16127.0,1472.8,2282.0,722.4,A315,PA"
"201301BS70166,-0.17649,51.488779,Slight,2,1,2013-04-12,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002838,234.7,1634.4,860.4,14888.0,1139.8,2297.0,352.0,A3217,PA"
"201301BS70167,-0.201034,51.49833,Slight,1,1,2013-04-12,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,10,10am-12pm,Office hours,Yes,Yes,No,0.0,0.0,E01002817,101.3,2990.8,903.4,16127.0,1472.8,2282.0,722.4,A315,PA"
"201301BS70168,-0.156631,51.491885,Slight,1,1,2013-04-17,Wednesday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002902,123.3,848.8,893.2,8722.8,1646.4,2184.4,558.2,A3216,PA"
"201301BS70171,-0.176946,51.480962,Slight,2,1,2013-04-19,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,23,10pm-12am,Night,No,No,Yes,0.0,0.6931471805599453,E01002840,155.4,3466.0,2111.6,24948.0,632.2,4485.8,1487.0,A3220,PA"
"201301BS70172,-0.211129,51.520157,Slight,1,1,2013-04-17,Wednesday,C,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002856,223.1,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70173,-0.187911,51.502265,Slight,2,1,2013-04-20,Saturday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,2,2am-4am,Night,No,No,Yes,0.0,0.6931471805599453,E01002889,106.9,3695.2,2199.0,25006.8,2203.4,4011.6,853.6,A315,PA"
"201301BS70174,-0.212787,51.521981,Slight,2,1,2013-04-17,Wednesday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002905,93.1,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70175,-0.186271,51.485513,Slight,2,1,2013-04-18,Thursday,A,One way street,30.0,Crossroads,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002893,181.1,312.4,562.6,14797.2,568.6,4185.2,465.6,A3220,PA"
"201301BS70176,-0.191979,51.501428,Slight,2,2,2013-04-21,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.6931471805599453,0.6931471805599453,E01002889,106.9,354.0,35.6,380.0,1.0,109.8,12.0,U,MCU"
"201301BS70177,-0.205786,51.516748,Slight,1,1,2013-04-20,Saturday,Unclassified,Single carriageway,30.0,Crossroads,B,Darkness - lights lit,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,No,No,Yes,0.0,0.0,E01002831,179.2,2.6,3898.2,63274.8,763.4,15253.6,3185.8,A40,PA"
"201301BS70178,-0.183473,51.490686,Slight,1,1,2013-04-13,Saturday,A,Single carriageway,30.0,Crossroads,C,Darkness - lights lit,Raining + high winds,Wet or damp,Urban,23,10pm-12am,Night,No,Yes,No,0.0,0.0,E01002898,125.4,15.4,23.4,425.4,2.8,192.6,33.4,U,MCU"
"201301BS70179,-0.159156,51.497141,Slight,1,1,2013-04-13,Saturday,A,Single carriageway,30.0,Crossroads,B,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,21,8pm-10pm,Evening,No,Yes,No,0.0,0.0,E01002818,105.9,1922.4,1056.6,9228.6,1666.6,1810.2,467.8,A3216,PA"
"201301BS70180,-0.195287,51.494285,Slight,1,1,2013-04-12,Friday,A,Single carriageway,30.0,Crossroads,A,Daylight,Raining no high winds,Wet or damp,Urban,11,10am-12pm,Office hours,Yes,Yes,No,0.0,0.0,E01002851,272.3,575.4,848.4,12193.6,694.2,3750.6,765.0,A3220,PA"
"201301BS70181,-0.215735,51.527691,Slight,1,1,2013-03-20,Wednesday,A,Single carriageway,30.0,T or staggered junction,B,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.0,E01004720,169.1,856.8,994.2,13424.2,1117.0,2609.6,801.0,A404,PA"
"201301BS70183,-0.21401,51.523888,Slight,2,1,2013-04-19,Friday,B,Dual carriageway,30.0,Mini-roundabout,C,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002905,93.1,856.8,994.2,13424.2,1117.0,2609.6,801.0,A404,PA"
"201301BS70184,-0.214678,51.525247,Slight,1,1,2013-04-19,Friday,B,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,11,10am-12pm,Office hours,Yes,No,Yes,0.0,0.0,E01002852,37.2,856.8,994.2,13424.2,1117.0,2609.6,801.0,A404,PA"
"201301BS70185,-0.197413,51.509785,Slight,2,1,2013-04-23,Tuesday,A,Single carriageway,30.0,Roundabout,B,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002883,158.7,2223.8,1320.8,17460.6,2738.2,3876.0,811.8,A402,PA"
"201301BS70186,-0.169415,51.496402,Slight,1,1,2013-04-18,Thursday,A,Single carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.0,E01002821,74.6,559.6,1516.0,28505.6,1396.2,3868.6,1003.0,A4,PA"
"201301BS70187,-0.167968,51.492962,Slight,2,1,2013-03-22,Friday,C,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002858,213.3,559.6,1516.0,28505.6,1396.2,3868.6,1003.0,A4,PA"
"201301BS70188,-0.181898,51.497676,Slight,2,1,2013-04-26,Friday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002892,249.8,510.0,1924.4,44383.0,979.0,6430.8,1334.8,A4,PA"
"201301BS70189,-0.18137,51.485617,Slight,2,1,2013-04-23,Tuesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002912,150.8,424.2,672.0,12899.8,528.2,3064.4,1062.0,A3220,PA"
